Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
9,Bachelor,Data Scientist,Amsterdam,Netherlands,13741,164892
11,Bachelor,Software Engineer,Dubai,UAE,18018,216227
5,PhD,ML Engineer,Zurich,Switzerland,25872,310464
9,PhD,Data Scientist,Barcelona,Spain,13878,166546
11,PhD,Data Analyst,Rotterdam,Netherlands,18849,226188
3,Bachelor,Data Scientist,London,UK,11170,134040
4,Bachelor,ML Engineer,Singapore,Singapore,16299,195588
7,Bachelor,Cloud Engineer,Zurich,Switzerland,23263,279159
1,Master,Cybersecurity,Montreal,Canada,11216,134592
11,Bachelor,Software Engineer,Stockholm,Sweden,15894,190729
6,PhD,Cybersecurity,Rotterdam,Netherlands,17059,204710
5,Master,Cloud Engineer,Chennai,India,5777,69327
5,PhD,Data Scientist,Amsterdam,Netherlands,17564,210774
7,PhD,Software Engineer,Delhi,India,6902,82833
1,PhD,Data Analyst,Kuala Lumpur,Malaysia,3655,43862
2,Bachelor,Data Analyst,Melbourne,Australia,9724,116696
3,PhD,Data Analyst,Osaka,Japan,10747,128973
1,Master,Software Engineer,Abu Dhabi,UAE,10719,128635
8,Master,Data Scientist,Tokyo,Japan,15039,180479
2,Bachelor,Software Engineer,Munich,Germany,11005,132060
9,Bachelor,Cybersecurity,Manchester,UK,13567,162804
6,PhD,ML Engineer,Edinburgh,UK,12502,150024
8,Master,Data Scientist,Kuala Lumpur,Malaysia,9545,114549
10,Bachelor,Software Engineer,Chennai,India,7546,90560
5,Master,Software Engineer,Birmingham,UK,10596,127154
8,Bachelor,Data Scientist,Lyon,France,10256,123072
4,Master,ML Engineer,Montreal,Canada,14047,168568
2,Master,Cybersecurity,Luxembourg,Luxembourg,17882,214590
0,Bachelor,ML Engineer,Kuala Lumpur,Malaysia,3575,42900
0,Master,Data Analyst,Vancouver,Canada,9652,115830
1,Bachelor,Software Engineer,Munich,Germany,10330,123960
5,Master,Data Analyst,Munich,Germany,12506,150078
1,PhD,Data Analyst,Osaka,Japan,8921,107059
12,Master,Data Analyst,Luxembourg,Luxembourg,23054,276658
2,Master,Data Scientist,Paris,France,11741,140903
6,Master,Cybersecurity,Dubai,UAE,16248,194977
6,PhD,ML Engineer,Frankfurt,Germany,15629,187552
2,PhD,Software Engineer,New York,USA,19469,233630
12,PhD,Data Scientist,Montreal,Canada,21963,263563
6,PhD,Cybersecurity,Zurich,Switzerland,24601,295221
1,PhD,Cybersecurity,Mumbai,India,3614,43375
9,PhD,Data Analyst,Chennai,India,5983,71798
10,Bachelor,Software Engineer,Brisbane,Australia,13998,167980
12,Master,Cloud Engineer,Geneva,Switzerland,29704,356452
7,Bachelor,ML Engineer,Madrid,Spain,11340,136089
7,Master,Data Analyst,Toronto,Canada,11312,135748
8,PhD,Data Scientist,New York,USA,27951,335414
0,Master,Cloud Engineer,Sydney,Australia,14895,178750
11,Bachelor,Cybersecurity,Osaka,Japan,16662,199949
0,Bachelor,Data Scientist,Vancouver,Canada,11700,140400
7,Bachelor,Data Scientist,Singapore,Singapore,15962,191555
10,Master,Data Scientist,Melbourne,Australia,21814,261778
10,PhD,Data Scientist,New York,USA,26820,321840
3,Bachelor,Software Engineer,Dublin,Ireland,12587,151050
7,Master,Data Scientist,Abu Dhabi,UAE,13953,167442
2,Master,Cybersecurity,Singapore,Singapore,15215,182582
8,Master,Data Analyst,Munich,Germany,13874,166496
1,PhD,Data Scientist,Kuala Lumpur,Malaysia,4843,58119
9,Master,Cybersecurity,Osaka,Japan,12801,153618
5,PhD,Software Engineer,Boston,USA,19667,236010
7,Master,Data Scientist,Geneva,Switzerland,23885,286624
11,Master,ML Engineer,Melbourne,Australia,18235,218826
12,Bachelor,ML Engineer,Geneva,Switzerland,24421,293052
0,PhD,Cloud Engineer,Perth,Australia,13750,165000
4,Master,Cloud Engineer,Kuala Lumpur,Malaysia,6060,72725
4,PhD,Data Scientist,Munich,Germany,15574,186888
2,Bachelor,ML Engineer,Singapore,Singapore,14952,179432
3,Bachelor,Data Analyst,Tokyo,Japan,8418,101022
7,Bachelor,ML Engineer,Lyon,France,13302,159628
2,Master,Cybersecurity,Manchester,UK,9344,112129
9,PhD,Software Engineer,Perth,Australia,14814,177772
2,Master,Software Engineer,Chicago,USA,14300,171600
7,Bachelor,ML Engineer,Abu Dhabi,UAE,15422,185072
3,Master,Data Scientist,Dubai,UAE,14453,173444
6,Master,Cybersecurity,Kuala Lumpur,Malaysia,8050,96610
9,Bachelor,Data Analyst,Stockholm,Sweden,11204,134451
10,Bachelor,Cloud Engineer,Frankfurt,Germany,16679,200150
2,Bachelor,Data Scientist,Amsterdam,Netherlands,12279,147358
3,Master,Cloud Engineer,Edinburgh,UK,10332,123989
12,PhD,Data Analyst,Bangalore,India,10654,127857
12,Bachelor,Data Analyst,Hyderabad,India,8901,106812
8,PhD,ML Engineer,Dubai,UAE,22146,265759
1,Bachelor,Cybersecurity,Paris,France,9535,114431
3,PhD,Data Scientist,Lyon,France,12054,144651
12,Bachelor,Cybersecurity,Perth,Australia,16541,198492
2,PhD,Data Scientist,Tokyo,Japan,13636,163634
4,Master,Cloud Engineer,Luxembourg,Luxembourg,20890,250685
6,Master,Data Scientist,Barcelona,Spain,8781,105375
8,Bachelor,Cybersecurity,Bangalore,India,4883,58600
0,Master,Software Engineer,Stockholm,Sweden,9680,116160
4,PhD,Data Scientist,Toronto,Canada,14217,170611
2,Master,Cybersecurity,Montreal,Canada,11930,143171
11,PhD,Data Scientist,Kuala Lumpur,Malaysia,8649,103791
11,PhD,ML Engineer,Stockholm,Sweden,21648,259782
7,PhD,Data Analyst,Geneva,Switzerland,18734,224809
4,Bachelor,Data Scientist,Dublin,Ireland,13542,162504
1,Master,Data Scientist,Barcelona,Spain,7375,88509
0,PhD,Cybersecurity,Frankfurt,Germany,11520,138240
3,Bachelor,Cloud Engineer,Vancouver,Canada,13180,158166
12,Bachelor,Software Engineer,Stockholm,Sweden,15952,191424
4,Bachelor,Data Analyst,Lyon,France,6816,81800
10,Master,Data Scientist,Lyon,France,15808,189706
0,Bachelor,Cloud Engineer,London,UK,9479,113750
2,Bachelor,Cloud Engineer,Dubai,UAE,12805,153667
11,PhD,Cybersecurity,Hamburg,Germany,17536,210434
1,Master,Software Engineer,Singapore,Singapore,13877,166532
7,Master,Cybersecurity,Rotterdam,Netherlands,15893,190726
12,PhD,ML Engineer,Luxembourg,Luxembourg,23634,283612
4,PhD,Cloud Engineer,Bangalore,India,6682,80184
1,Master,Data Scientist,Singapore,Singapore,15037,180444
2,PhD,ML Engineer,Stockholm,Sweden,14245,170942
12,Master,Cybersecurity,Manchester,UK,12700,152407
4,Master,Cybersecurity,Lyon,France,12135,145631
9,Bachelor,Cybersecurity,Sydney,Australia,18434,221214
3,PhD,Data Analyst,Edinburgh,UK,7490,89884
12,PhD,Cybersecurity,Sydney,Australia,25359,304315
2,Bachelor,Data Analyst,Manchester,UK,6627,79528
4,PhD,Data Analyst,Dublin,Ireland,12198,146380
8,Master,Software Engineer,Dubai,UAE,18066,216794
10,PhD,Cloud Engineer,Manchester,UK,15927,191130
2,PhD,Cybersecurity,Zurich,Switzerland,22312,267748
10,Master,Cybersecurity,Dubai,UAE,19868,238425
1,PhD,Cloud Engineer,Paris,France,12287,147450
12,PhD,Data Scientist,London,UK,15040,180489
6,Bachelor,Software Engineer,Stockholm,Sweden,12326,147918
12,PhD,Data Scientist,Pune,India,13465,161582
10,Bachelor,Data Scientist,Stockholm,Sweden,14805,177660
3,PhD,Software Engineer,Zurich,Switzerland,22016,264196
7,Master,ML Engineer,Geneva,Switzerland,24211,290536
12,Master,Data Analyst,Brisbane,Australia,19196,230353
10,Master,Cloud Engineer,Toronto,Canada,21541,258500
11,Bachelor,Data Analyst,Seattle,USA,19624,235495
10,Bachelor,ML Engineer,Geneva,Switzerland,24410,292930
4,Master,Software Engineer,Abu Dhabi,UAE,12316,147800
10,Master,Data Analyst,Lyon,France,14939,179278
10,PhD,Cybersecurity,Singapore,Singapore,20934,251208
11,PhD,Software Engineer,Barcelona,Spain,17572,210870
8,PhD,Software Engineer,Singapore,Singapore,19978,239736
7,Master,ML Engineer,Hamburg,Germany,16330,195971
1,PhD,Data Scientist,Sydney,Australia,15964,191571
8,Master,Data Scientist,Singapore,Singapore,19306,231677
10,Bachelor,Software Engineer,Tokyo,Japan,13656,163880
11,Bachelor,Data Scientist,Austin,USA,21057,252692
0,PhD,Data Analyst,Osaka,Japan,8100,97200
1,Master,Cloud Engineer,Singapore,Singapore,15622,187469
10,Bachelor,Cloud Engineer,Barcelona,Spain,14122,169470
3,PhD,Data Scientist,Dubai,UAE,14590,175089
1,PhD,Software Engineer,Singapore,Singapore,15231,182781
11,Master,Data Analyst,Rotterdam,Netherlands,16619,199437
1,Master,Cybersecurity,Dublin,Ireland,13668,164022
6,PhD,Data Analyst,Boston,USA,15364,184377
12,Bachelor,Software Engineer,Luxembourg,Luxembourg,22386,268640
2,PhD,Cybersecurity,Paris,France,12396,148756
6,PhD,Data Analyst,Singapore,Singapore,16739,200872
12,Master,Data Scientist,Sydney,Australia,19548,234577
2,Master,Data Analyst,Rotterdam,Netherlands,9970,119649
5,Master,ML Engineer,Zurich,Switzerland,23013,276160
4,PhD,Cybersecurity,Singapore,Singapore,19068,228825
7,Master,Cloud Engineer,Vancouver,Canada,18665,223984
7,Master,Cybersecurity,Stockholm,Sweden,16919,203034
9,Bachelor,Cloud Engineer,Dublin,Ireland,16446,197352
4,PhD,ML Engineer,Hyderabad,India,5592,67108
5,PhD,Cloud Engineer,Madrid,Spain,9125,109500
12,PhD,Cloud Engineer,Geneva,Switzerland,30397,364766
12,Bachelor,Cloud Engineer,Paris,France,15611,187334
8,Bachelor,Cloud Engineer,Chicago,USA,16976,203720
12,Bachelor,Data Scientist,Toronto,Canada,16962,203544
0,Master,Cybersecurity,Chennai,India,2200,26400
0,Bachelor,Software Engineer,Dublin,Ireland,10725,128700
8,Bachelor,Data Scientist,Singapore,Singapore,16564,198776
1,PhD,Cloud Engineer,Manchester,UK,9421,113060
3,Bachelor,Cloud Engineer,Singapore,Singapore,15814,189779
11,Master,Data Analyst,Perth,Australia,19018,228218
10,Master,Cloud Engineer,Paris,France,16834,202015
2,Master,Cloud Engineer,Paris,France,12018,144221
10,Master,Cloud Engineer,Zurich,Switzerland,26656,319880
6,PhD,Software Engineer,Dublin,Ireland,17292,207504
12,Bachelor,Cloud Engineer,Osaka,Japan,19303,231636
5,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,5271,63255
10,Bachelor,Cloud Engineer,Montreal,Canada,15110,181320
9,Master,Software Engineer,Singapore,Singapore,17341,208103
6,PhD,ML Engineer,Frankfurt,Germany,18049,216590
6,Bachelor,Software Engineer,Paris,France,13209,158516
11,Master,Cloud Engineer,Dublin,Ireland,20757,249084
0,PhD,Cybersecurity,Zurich,Switzerland,21600,259200
6,PhD,Data Scientist,Luxembourg,Luxembourg,23472,281664
1,Bachelor,Cybersecurity,Hamburg,Germany,9383,112599
1,PhD,Cloud Engineer,Dublin,Ireland,15028,180346
5,Master,ML Engineer,Vancouver,Canada,16521,198258
11,PhD,Data Analyst,Kuala Lumpur,Malaysia,7672,92070
0,Master,Cloud Engineer,Paris,France,10427,125125
2,Master,Data Analyst,Singapore,Singapore,11967,143607
12,Bachelor,Data Analyst,Stockholm,Sweden,10575,126900
7,Master,Data Analyst,Geneva,Switzerland,16362,196350
10,PhD,Software Engineer,Dublin,Ireland,20715,248580
2,Bachelor,Data Scientist,Montreal,Canada,11008,132098
1,Bachelor,Cloud Engineer,Dubai,UAE,12322,147870
1,Bachelor,Cloud Engineer,Singapore,Singapore,14621,175461
8,PhD,Software Engineer,Luxembourg,Luxembourg,23424,281097
12,PhD,ML Engineer,Geneva,Switzerland,30466,365601
0,Master,Cybersecurity,Chicago,USA,14520,174240
2,Bachelor,ML Engineer,Singapore,Singapore,14912,178944
4,PhD,Cloud Engineer,Frankfurt,Germany,14477,173731
7,PhD,Software Engineer,Stockholm,Sweden,14968,179623
3,PhD,Software Engineer,Amsterdam,Netherlands,13368,160425
1,PhD,Software Engineer,Stockholm,Sweden,11162,133947
1,Bachelor,Cloud Engineer,Tokyo,Japan,10592,127104
1,Master,Data Scientist,Dublin,Ireland,13422,161073
11,Master,Data Scientist,Pune,India,11646,139755
0,PhD,Cloud Engineer,Dublin,Ireland,14625,175500
2,Bachelor,Software Engineer,Melbourne,Australia,12346,148158
1,Bachelor,ML Engineer,Dubai,UAE,12314,147770
0,Master,Data Scientist,Chicago,USA,14520,174240
11,PhD,Data Scientist,Brisbane,Australia,19940,239289
5,Master,Cloud Engineer,Madrid,Spain,9007,108091
12,Master,ML Engineer,Amsterdam,Netherlands,16645,199740
3,Bachelor,Data Scientist,San Francisco,USA,20194,242331
6,Bachelor,Data Analyst,Vancouver,Canada,12058,144702
3,Bachelor,Software Engineer,Toronto,Canada,11382,136587
9,PhD,Cloud Engineer,San Francisco,USA,30613,367362
8,Master,ML Engineer,Toronto,Canada,15494,185935
5,Master,Data Scientist,Lyon,France,12173,146085
2,Bachelor,Data Analyst,Paris,France,8320,99840
8,PhD,Data Analyst,Dublin,Ireland,18290,219480
0,Master,Data Analyst,Lyon,France,6352,76230
2,Bachelor,ML Engineer,Boston,USA,16104,193250
9,Master,Data Analyst,Rotterdam,Netherlands,16022,192267
6,PhD,ML Engineer,Kuala Lumpur,Malaysia,9621,115452
3,PhD,Cloud Engineer,Munich,Germany,14233,170796
8,Bachelor,Data Scientist,Tokyo,Japan,11826,141912
0,Bachelor,Cybersecurity,Hamburg,Germany,8800,105600
8,Bachelor,Data Scientist,Singapore,Singapore,17692,212304
4,PhD,Software Engineer,Brisbane,Australia,13898,166776
8,Bachelor,Software Engineer,Dubai,UAE,14634,175614
1,Bachelor,Data Scientist,Amsterdam,Netherlands,11807,141691
11,Master,Data Analyst,Dublin,Ireland,15393,184727
8,PhD,ML Engineer,Paris,France,19764,237172
8,PhD,Data Scientist,Montreal,Canada,16292,195513
9,Master,Data Scientist,Abu Dhabi,UAE,15170,182051
10,Bachelor,Cybersecurity,Abu Dhabi,UAE,17015,204180
2,Bachelor,Software Engineer,Dubai,UAE,10768,129226
9,PhD,ML Engineer,Edinburgh,UK,13081,156975
2,Master,Data Scientist,Rotterdam,Netherlands,12685,152222
12,PhD,Cybersecurity,Dublin,Ireland,19274,231292
3,Bachelor,Cloud Engineer,Birmingham,UK,8075,96904
5,Master,ML Engineer,Stockholm,Sweden,14525,174300
3,PhD,Cloud Engineer,Melbourne,Australia,17311,207734
2,Master,Data Scientist,Brisbane,Australia,12925,155111
11,Master,ML Engineer,Singapore,Singapore,22702,272433
6,Bachelor,Software Engineer,Hyderabad,India,4188,50264
5,Bachelor,ML Engineer,Mumbai,India,5705,68465
2,PhD,Data Scientist,Kuala Lumpur,Malaysia,4899,58790
10,Bachelor,Cybersecurity,Hamburg,Germany,16808,201700
1,Bachelor,Data Analyst,Lyon,France,6045,72551
0,Master,Data Analyst,Mumbai,India,1980,23760
12,Bachelor,ML Engineer,Zurich,Switzerland,24210,290520
9,Bachelor,Cybersecurity,Perth,Australia,17050,204603
10,Bachelor,ML Engineer,Barcelona,Spain,10583,127000
3,Master,ML Engineer,Rotterdam,Netherlands,14273,171286
2,Bachelor,Data Scientist,Munich,Germany,11266,135200
0,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,3437,41250
6,Master,Data Analyst,Manchester,UK,10245,122951
9,Bachelor,Cybersecurity,Osaka,Japan,14950,179406
6,PhD,Data Scientist,Dublin,Ireland,15914,190972
5,Bachelor,Data Analyst,Osaka,Japan,9532,114390
8,Master,Data Scientist,Frankfurt,Germany,14564,174768
1,Master,ML Engineer,Osaka,Japan,11010,132121
1,Bachelor,Cloud Engineer,Luxembourg,Luxembourg,16595,199141
9,Master,Data Analyst,Rotterdam,Netherlands,11628,139540
5,Master,ML Engineer,Lyon,France,12541,150496
7,Bachelor,ML Engineer,Barcelona,Spain,8703,104439
2,Bachelor,Software Engineer,Melbourne,Australia,12584,151016
10,PhD,Software Engineer,Stockholm,Sweden,19045,228540
9,PhD,Data Scientist,Singapore,Singapore,21585,259020
7,Master,Software Engineer,Montreal,Canada,13321,159860
1,Bachelor,Data Analyst,Barcelona,Spain,4940,59289
3,Bachelor,Software Engineer,Kuala Lumpur,Malaysia,4820,57846
9,Bachelor,Data Analyst,Zurich,Switzerland,16965,203589
11,PhD,Data Analyst,Barcelona,Spain,9892,118708
3,Master,Data Analyst,Stockholm,Sweden,9662,115945
7,PhD,Data Analyst,Stockholm,Sweden,15369,184429
9,Master,Data Analyst,Kuala Lumpur,Malaysia,10460,125522
4,Bachelor,Software Engineer,Dublin,Ireland,12987,155848
2,Master,Data Scientist,Austin,USA,15548,186577
0,PhD,ML Engineer,Abu Dhabi,UAE,13260,159120
4,Master,Software Engineer,Geneva,Switzerland,18444,221337
9,Bachelor,Cybersecurity,Geneva,Switzerland,21458,257499
12,PhD,Cybersecurity,Stockholm,Sweden,21190,254289
10,Bachelor,Cloud Engineer,Birmingham,UK,9934,119210
9,Bachelor,Data Scientist,Munich,Germany,17070,204846
3,Master,ML Engineer,Stockholm,Sweden,12375,148500
10,PhD,Cybersecurity,Dubai,UAE,21483,257796
11,Bachelor,Data Analyst,Paris,France,10047,120565
8,Master,Cybersecurity,Madrid,Spain,8381,100575
2,PhD,Data Scientist,Stockholm,Sweden,13371,160461
0,PhD,Cybersecurity,Sydney,Australia,15600,187200
0,Master,Cloud Engineer,Abu Dhabi,UAE,11687,140250
5,Bachelor,Cloud Engineer,Stockholm,Sweden,12829,153955
7,PhD,Cybersecurity,Luxembourg,Luxembourg,23044,276536
8,Bachelor,Data Analyst,Stockholm,Sweden,11657,139888
7,Bachelor,Software Engineer,Tokyo,Japan,11217,134613
9,Master,ML Engineer,Seattle,USA,26688,320258
3,Bachelor,Software Engineer,Rotterdam,Netherlands,10739,128874
4,PhD,Data Scientist,Dublin,Ireland,17914,214972
2,Bachelor,Cloud Engineer,Stockholm,Sweden,11470,137648
8,Bachelor,Data Scientist,Amsterdam,Netherlands,15117,181408
6,Master,ML Engineer,Chennai,India,7006,84079
0,PhD,Cybersecurity,Barcelona,Spain,7200,86400
1,Bachelor,Software Engineer,Amsterdam,Netherlands,10575,126903
1,Bachelor,Cybersecurity,Edinburgh,UK,7454,89455
12,Master,Data Scientist,Paris,France,13996,167956
2,Master,Data Analyst,Sydney,Australia,11551,138615
10,Bachelor,Cloud Engineer,Montreal,Canada,17771,213260
8,PhD,Data Scientist,Dublin,Ireland,20330,243964
4,PhD,Data Scientist,Manchester,UK,9847,118171
6,Master,Cybersecurity,Kuala Lumpur,Malaysia,6374,76494
4,Master,Software Engineer,Dublin,Ireland,13590,163090
2,PhD,Data Scientist,Dublin,Ireland,16024,192295
0,Bachelor,Cybersecurity,Delhi,India,2200,26400
7,PhD,ML Engineer,Delhi,India,5354,64257
2,Bachelor,Software Engineer,Brisbane,Australia,11148,133784
5,Master,ML Engineer,Toronto,Canada,14569,174828
2,Master,Software Engineer,Munich,Germany,11474,137695
5,PhD,Software Engineer,Lyon,France,10233,122796
3,Bachelor,Cloud Engineer,Stockholm,Sweden,12184,146211
8,PhD,ML Engineer,Stockholm,Sweden,16378,196540
0,PhD,Cloud Engineer,Stockholm,Sweden,12000,144000
2,PhD,ML Engineer,Pune,India,3787,45444
4,PhD,Cybersecurity,Madrid,Spain,8891,106694
0,Master,Data Scientist,Manchester,UK,7865,94380
3,PhD,ML Engineer,Brisbane,Australia,16241,194899
2,Bachelor,Cybersecurity,Edinburgh,UK,8784,105410
12,Master,Cloud Engineer,Geneva,Switzerland,29196,350354
7,PhD,Software Engineer,Madrid,Spain,10943,131316
0,Master,Cybersecurity,Amsterdam,Netherlands,12155,145860
12,PhD,Software Engineer,Zurich,Switzerland,24938,299260
10,PhD,Data Scientist,Singapore,Singapore,21213,254556
5,Master,Cloud Engineer,Vancouver,Canada,17103,205238
2,PhD,Cloud Engineer,Singapore,Singapore,18248,218985
10,Master,Cybersecurity,Chicago,USA,20578,246939
0,PhD,Data Scientist,Osaka,Japan,10800,129600
3,Master,Cloud Engineer,Rotterdam,Netherlands,13312,159753
5,Master,ML Engineer,Dublin,Ireland,16521,198253
12,PhD,Cybersecurity,Singapore,Singapore,23762,285148
5,Bachelor,Data Scientist,Dublin,Ireland,14015,168190
12,Bachelor,Data Scientist,Dublin,Ireland,18039,216468
12,Master,Cybersecurity,Toronto,Canada,17043,204520
12,Bachelor,ML Engineer,Stockholm,Sweden,14542,174504
5,Bachelor,Data Analyst,Perth,Australia,10410,124925
7,PhD,Cloud Engineer,Barcelona,Spain,13376,160518
4,Master,Software Engineer,Stockholm,Sweden,13036,156442
12,PhD,Data Scientist,Vancouver,Canada,19827,237931
3,PhD,ML Engineer,Manchester,UK,12196,146362
3,Bachelor,Cloud Engineer,Birmingham,UK,8207,98488
5,PhD,Data Scientist,Hamburg,Germany,13131,157578
8,PhD,ML Engineer,Abu Dhabi,UAE,21259,255110
10,Bachelor,ML Engineer,Singapore,Singapore,19184,230210
10,Bachelor,ML Engineer,Austin,USA,21741,260900
3,Bachelor,Data Analyst,Stockholm,Sweden,7977,95724
2,PhD,Software Engineer,Montreal,Canada,12521,150256
11,Master,ML Engineer,Kuala Lumpur,Malaysia,9343,112118
7,PhD,Cybersecurity,Chicago,USA,20672,248065
12,Master,Data Analyst,Geneva,Switzerland,17627,211530
8,Bachelor,Data Analyst,Sydney,Australia,14982,179784
9,PhD,Software Engineer,Barcelona,Spain,13732,164790
3,Bachelor,ML Engineer,Luxembourg,Luxembourg,18300,219610
10,Master,Cloud Engineer,Zurich,Switzerland,25848,310178
3,PhD,Software Engineer,Paris,France,11699,140388
12,PhD,Cloud Engineer,Seattle,USA,28398,340776
1,Bachelor,ML Engineer,Tokyo,Japan,11059,132710
7,PhD,Data Analyst,Lyon,France,10126,121514
12,Bachelor,Software Engineer,Brisbane,Australia,16862,202348
1,Master,Cloud Engineer,Manchester,UK,8889,106674
12,PhD,ML Engineer,Luxembourg,Luxembourg,29524,354288
12,Master,ML Engineer,San Francisco,USA,28836,346038
1,Bachelor,Cybersecurity,Austin,USA,13485,161823
7,PhD,Cloud Engineer,Stockholm,Sweden,17992,215912
8,Bachelor,Cloud Engineer,Hamburg,Germany,13708,164504
8,Bachelor,Cybersecurity,Edinburgh,UK,11534,138416
2,Master,Data Scientist,Edinburgh,UK,8428,101138
1,PhD,ML Engineer,Abu Dhabi,UAE,14131,169572
1,PhD,ML Engineer,Lyon,France,10987,131852
6,Master,Data Scientist,Dublin,Ireland,18058,216704
4,Master,Cybersecurity,Singapore,Singapore,17738,212863
2,PhD,ML Engineer,Barcelona,Spain,8787,105446
2,Bachelor,ML Engineer,Montreal,Canada,11852,142228
8,PhD,Cloud Engineer,Austin,USA,19072,228864
2,PhD,Software Engineer,Montreal,Canada,11787,141451
7,Master,Software Engineer,Edinburgh,UK,12072,144873
6,Master,Data Analyst,Frankfurt,Germany,12377,148526
5,Bachelor,Data Scientist,Amsterdam,Netherlands,14457,173495
11,Bachelor,Cybersecurity,Stockholm,Sweden,16100,193201
8,Master,Cybersecurity,Stockholm,Sweden,16629,199557
9,Master,Software Engineer,Rotterdam,Netherlands,17021,204253
